PERIOD,SITE_REFERENCE,UPRN,LA_REFERENCE,EASTING,NORTHING,SAO_DESCRIPTION,PAO_DESCRIPTION,STREET_DESCRIPTION,LOCALITY_DESCRIPTION,TOWN_DESCRIPTION,POSTCODE,AUTHORITY,COUNTY,REGION,AREA,LANDTYPE,PREVIOUS_LAND_USE,CURRENT_LAND_USE,PLANNING_STATUS,PROPOSED_USE,HOUSING_SUITABILITY,MOST_SUITABLE_USE,EST_HOUSING_CAPACITY,HOUSING_DENSITY,OWNERSHIP,GENERAL_SITE_INFORMATION
2007,515000716,,202138850,521554,184922,NEASDEN LANE DEVELOPMENT,12,CHANTRY CRESCENT,WILLESDEN,LONDON,NW10 2DP,Brent,G. London,London,1.753,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Dwellings,Detailed Planning Permission,Housing,Yes,Housing,47,27,Don't know,UDP zone Major estate regeneration area (H7)
2007,515000717,,,516326,185774,LAND ADJOINING ST ANDREWS CHURCH,956,HARROW ROAD,WEMBLEY,LONDON,HA0 2QA,Brent,G. London,London,1.050,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Dwellings,Allocated in Local Plan,Housing,Yes,Housing,24,23,Don't know,Needs scheme which recognises adjacent Listed Church ; 51 dwellings is therefore too many.
2007,515000718,,202042152,516773,185346,,6,SUDBURY CRESCENT,,LONDON,HA0 2LZ,Brent,G. London,London,0.530,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Dwellings,Allocated in Local Plan,Housing,Yes,Housing,53,100,Don't know,
2007,515000736,,202060643,519420,186097,MODATRIN SHUBETTE HOUSE,5,OLYMPIC WAY,,LONDON,HA9 0NS,Brent,G. London,London,0.700,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Manufacturing,Outline Planning Permission,Other,Yes,Dont't know,23,33,Don't know,Original outline Permission granted for a 210 bedroom hotel in November 1999 (99/0596). Permission has since been granted twice to extend the time period for submitting the reserved matters application. The most recent (04/1930) granted 24 Septmeber 04
2007,515000738,,202110087,523587,185958,,ARROW ELECTRICAL TRADE DISCOUNT CENTRE,243 TO 247 CRICKLEWOOD BROADWAY,CRICKLEWOOD,LONDON,NW2 6NY,Brent,G. London,London,0.610,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Manufacturing,Detailed Planning Permission,Mixed with Housing,Yes,Dont't know,5,8,Don't know,PP 02/0937
2007,515000758,,PR6,519440,183953,,EURO SUISSE OFFICES,1 BERESFORD AVENUE,,WEMBLEY,HA0 1YX,Brent,G. London,London,0.289,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,INDUSTRY AND BUSINESS,Offices,Allocated in Local Plan,Employment,No,Employment,0,0,Private,Site forms part of wider site allocation PR6 - Park Royal North Western Gateway Opportunities Site. Employment development is promoted.
2007,518000032,,03/00602/FULL1,543399,170002,,68,CAMDEN PARK ROAD,CHISLEHURST,,BR7 5HP,Bromley,G. London,London,0.420,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Shops,Detailed Planning Permission,Housing,Yes,Housing,11,26,Private,Application for side and rear extensions and elevational alterations and sub-division of resulting building into two family dwellings permitted 05/04/2006.
2007,518000034,,05/01010/OUT,541855,159097,,187,MAIN ROAD,BIGGIN HILL,WESTERHAM,TN16 3JR,Bromley,G. London,London,0.180,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,RESIDENTIAL,RESIDENTIAL,Detailed Planning Permission,Housing,Yes,Housing,22,122,Private,Outline approval 05/01010/OUT reserved matters 05/04142/DET
2007,518000035,,,536919,169377,,404,CROYDON ROAD,,BECKENHAM,BR3 4EP,Bromley,G. London,London,0.140,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,RETAIL,RETAIL,Detailed Planning Permission,Mixed with Housing,Yes,Mixed,14,100,Private,redevelopment of shopping parade - original permission 93/03000/FUL. Renewed twice - latest was 04/01448/RENEW
2007,518000036,,05/00587/FUL,544411,167669,,28A,STATION SQUARE,,ORPINGTON,BR5 1LS,Bromley,G. London,London,0.200,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,RETAIL,Shops,Detailed Planning Permission,Housing,Yes,Housing,22,110,Private,
2007,518000039,,06/00749/OUT,542879,171078,,RAVENSBOURNE COLLEGE,WALDEN ROAD,,CHISLEHURST,BR7 5SN,Bromley,G. London,London,7.400,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Education,Education,Outline Planning Permission,Housing,Yes,Housing,251,34,Don't know,also allocated in the adopted UDP
2007,521000026,000005132094,10,528549,184205,,CAMDEN LOCK AND STANLEY SIDINGS,CHALK FARM ROAD,,,NW1,Camden,G. London,London,1.400,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Shops,Shops,Detailed Planning Permission,Mixed without Housing,No,Mixed,0,0,Private,Planning permission granted 26/04/01 with section 106 for the refurbishment of the existing buildings on the site and the construction of two new buildings to accommodate a mixture of uses
2007,521000158,000005087781,8,528901,183919,,CAMDEN TOWN TUBE STATION,CAMDEN HIGH STREET,,,NW1,Camden,G. London,London,0.500,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Transport terminals and interchanges,Transport terminal & interchanges,With Draft Allocation,Mixed with Housing,Yes,Mixed,33,185,Other Public,Application to redevelop station went to enquirey in 2004.  SoS recognised need to redevelop station but above ground proposals were rejected. Public consulatation on the station began again in 2006
2007,521000160,000005042472,4,529240,182832,BHS WAREHOUSE,132 TO 140,HAMPSTEAD ROAD,,,NW1,Camden,G. London,London,0.600,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Wholesale distribution,Wholesale Distribution,Detailed Planning Permission,Mixed without Housing,Yes,Mixed,14,23,Private,Two planning applications been granted for B1 B8 ABD C3 use
2007,521000164,005055000425,25,530603,182565,,KINGSWAY COLLEGE,SIDMOUTH STREET,,,WC1H 8JB,Camden,G. London,London,0.900,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Education,Education,With Draft Allocation,Mixed with Housing,Yes,Other,37,280,Other Public,Planning Brief (No. 31) approved 25/05/00. Located in Bloomsbury Conservation Area
2007,521000207,,29,530968,182264,,ROYAL MAIL,PHOENIX PLACE,,,WC1,Camden,G. London,London,1.200,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Wholesale distribution,Wholesale Distribution,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,169,280,Other Public,The Royal Mail is reviewing its operational needs across the sites and it is likely that land will become available for redevelopment.
2007,521000256,000005133288,14,529618,182696,,EUSTON STATION,EUSTON ROAD,,,NW1,Camden,G. London,London,11.000,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,TRANSPORT,Transport terminal & interchanges,With Draft Allocation,Mixed with Housing,Yes,Mixed,367,325,Other Public,preferred use is Improved transport interchange and mixed use including residential
2007,521000257,,28,529905,183029,,REAR OF THE BRITISH LIBRARY,MIDLAND ROAD,,,NW1,Camden,G. London,London,2.900,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Storage,Unused Land,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,204,280,Private,British library propose to build centre of conservation. This would be exception of SD3 for educational purposes.
2007,521000258,000005088160,34,530015,181347,ST GILES COURT,1 TO 13,ST GILES HIGH STREET,,,WC2H,Camden,G. London,London,0.700,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Offices,Offices,Detailed Planning Permission,Mixed with Housing,Yes,Mixed,78,280,Private,100 new homes 53 of which are affordable. It will also include a mixture of restaurant retail community and business facilities that will revitalise the area as well as street improvements to make it more attractive for anyone walking through.
2007,521000259,000005127464,38,525416,184664,,187 TO 199,WEST END LANE,,,NW6 2LJ,Camden,G. London,London,0.500,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Manufacturing,Manufacturing,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,29,107,Private,Application withdrawn for construction of a new West Hampstead Thameslink Railway Station with ancillary facilities including 3 retail units restaurantbar and 16 affordable dwellings (Ref: PW9902051).
2007,521000260,000005087032,39,525597,184864,,156,WEST END LANE,,,NW6 1SD,Camden,G. London,London,0.500,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Offices,Offices,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,35,107,Private,Partly located within West Hampstead Town Centre. Within West Hampstead Interchange Framework area
2007,521000270,000005131040,NEW2,528458,184181,,SAFEWAY STORE AND CAR PARK,CHALK FARM ROAD,,,NW1 8EH,Camden,G. London,London,2.900,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Shops,Shops,With Draft Allocation,Mixed with Housing,Yes,Mixed,278,185,Private,Expected to deliver affordable housing in accordance with Policy H2 and supplementary guidance. A major town centre site offering potential for more efficient and higher density use of the land through high quality comprehensive redevelopment.
2007,521000271,,7,529328,181704,,CLEVELAND STREET,MIDDLESEX HOSPITAL ANNEXE,CAMDEN,CAMDEN,W1,Camden,G. London,London,0.300,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,COMMUNITY SERVICES,Community Services,Allocated in Local Plan,Mixed with Housing,Yes,Housing,15,50,Local Authority,Surplus NHS Trust site to be developed as part of a package to provide funding for UCLH
2007,521000272,,1,528725,185674,,COLLEGE LANE,FORMER BR,STAFF CLUB,,,Camden,G. London,London,0.380,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,COMMUNITY SERVICES,Community Services,Detailed Planning Permission,Housing,Yes,Housing,30,79,Don't know,planning permission granted on appeal for 30 house and underground parking
2007,521000273,,9,529866,181236,,DENMARK PLACE SITE,DENMARK STREET,ST GILES HIGH STREET,WC2,,Camden,G. London,London,0.300,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,RETAIL,RETAIL,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,15,50,Don't know,area framework and planning brief envisage a mixed use development and intensification. Site near to Tottenham court tube
2007,521000276,,24,528788,184198,,HAWLEY WHARF,OFF HAVEN STREET,CAMDEN,CAMDEN,NW,Camden,G. London,London,0.500,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,COMMUNITY SERVICES,Community Services,Detailed Planning Permission,Mixed with Housing,Yes,Retail,25,50,Don't know,currently used as a market. Councils preferred use is affordable housing. Planning permission granted on 24/10/97 for retention of market stalls along southern boundary & extension of market area
2007,521000277,,30 A and B,529973,183051,,MIDLAND ROAD SITE,MIDLAND ROAD,CAMDEN,CAMDEN,,Camden,G. London,London,3.000,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,TRANSPORT,TRANSPORT,Allocated in Local Plan,Housing,Yes,Housing,150,50,Don't know,planning brief for the site adopted 2003. part of the site falls under kings cross/ st pancras conservation area.. Western part of site is expected to deliver affordable housing.
2007,521000278,,30A,529994,183054,,SITE AT,MIDLAND ROAD,LAND TO REAR OF BRITISH LIBRARY,,,Camden,G. London,London,1.800,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,UTILITIES AND INFRASTRUCTURE,Community Services,Allocated in Local Plan,Mixed with Housing,Yes,Other,90,50,Other Public,part of the british library site that is being proposed for a conservation area for the library.
2007,521000279,,30 B,529994,183054,,MIDLAND ROAD SITE,LAND TO NORTH OF SITE 28A,BOUNDED BY BRILL PLACE OSSOULTON ST,AND MIDLAND ROAD,,Camden,G. London,London,1.200,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,INDUSTRY AND BUSINESS,INDUSTRY & BUSINESS,Allocated in Local Plan,Mixed with Housing,Yes,Other,60,50,Other Public,currently being used as temport office accomadation. The availability of the site is dependent on the current CTRL programme being met. Residential use is the preferred use
2007,521000282,,40,530733,182238,,32 TO 46,THEOBALDS ROAD AND COCKPIT YARD,CAMDEN,CAMDEN,WC2,Camden,G. London,London,0.390,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Refuse disposal,Refuse Disposal,Allocated in Local Plan,Mixed without Housing,No,Mixed,0,0,Don't know,part of the site under council ownership and might become available in the future. Preferred use is mixed with community facilities.
2006,524000041,,99/1390/P,532963,166140,,QUEST HOUSE 11,CROSS ROAD,CROYDON,LONDON,,Croydon,G. London,London,0.306,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Offices,Detailed Planning Permission,Employment,No,Employment,0,0,Private,
2006,524000058,,99/2350/P,532443,165490,,PARK PLACE,GEORGE STREET HIGH STREET PARK STREET KATHARINE STREET,CROYDON,LONDON,,Croydon,G. London,London,3.950,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Shops,Detailed Planning Permission,Mixed without Housing,No,Mixed,0,0,Private,
2006,524000060,,99/2202/P,532198,166028,,POPLAR WALK,STATION ROAD,WEST CROYDON,LONDON,,Croydon,G. London,London,0.273,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Shops,Detailed Planning Permission,Mixed without Housing,No,Mixed,0,0,Private,
2006,524000061,,99/1368/P,530782,167215,,202 TO 216 THORNTON ROAD AND 20 TO 24 PEALL ROAD,THORNTON ROAD AND PEALL ROAD,CROYDON,LONDON,,Croydon,G. London,London,1.720,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Storage,Detailed Planning Permission,Mixed without Housing,No,Employment,0,0,Private,Site area reduced to avoid overlap with 524000178
2006,524000063,,02/3820/P,530730,165300,,PARK SIDE WORKS,MILL LANE,CROYDON,LONDON,,Croydon,G. London,London,0.320,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Manufacturing,Detailed Planning Permission,Employment,No,Employment,0,0,Private,Permission granted and site in use as a vehicle park.
2006,524000072,,96/0086/P,533247,168286,,CRYSTAL PALACE FOOTBALL CLUB,SELHURST PARK,SOUTH NORWOOD,LONDON,SE25,Croydon,G. London,London,0.400,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,RECREATION & LEISRE,Detailed Planning Permission,Other,No,Other,0,0,Private,Permission expires 09/06/2004
